"CE ID","Entity Type Code","Entity Name","Address 1","Address 2","City","State","Zip"
"21246","FP","THOMAS JEFFERSON UNIVERSITY","833 CHESTNUT ST","concourse level","PHILADELPHIA","PA","19107"
"21249","FP","LORDSBURG PUBLIC HEALTH OFFICE","530 DEMOSS STREET",,"LORDSBURG","NM","88045"
"21250","FP","L.A. COUNTY DEPARTMENT OF HEALTH SERVICES","1325 BROAD STREET",,"WILMINGTON","CA","90744"
"21260","FP","PLANNED PARENTHOOD OF THE NORTH COUNTRY NEW YORK, INC.","160 STONE STREET",,"WATERTOWN","NY","13601"
"21261","FP","PRINCE GEORGE COUNTY HEALTH DEPARTMENT","6450 ADMINISTRATION DR",,"PRINCE GEORGE","VA","23875"
"21262","FP","WIRT COUNTY HEALTH SERVICES ASSOCIATION","1301 ELIZABETH PIKE",,"ELIZABETH","WV","26143"
"21265","FP","CHARLOTTE COUNTY HEALTH DEPARTMENT","1100 LOVELAND BOULEVARD",,"PORT CHARLOTTE","FL","33980"
"21272","FP","CRITTENDEN COUNTY HEALTH UNIT","901 N 7TH ST",,"WEST MEMPHIS","AR","72301"
"21279","FP","FRANKLIN COUNTY HEALTH UNIT","799 W RIVER ST",,"OZARK","AR","72949"
"21284","FP","COMMUNITY HEALTHCARE NETWORK","97-04 SUTPHIN AVENUE",,"JAMAICA","NY","11435"
"21295","FP","FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","823 GATEWAY CENTER WAY",,"SAN DIEGO","CA","92102"
"21296","FP","SC DHEC Lowcountry Region Orangeburg Co FP","1550 Carolina Ave",,"Orangeburg","SC","29115"
"21313","FP","OBION COUNTY HEALTH DEPARTMENT","1008 Mt Zion Road",,"Union City","TN","38261"
"21331","FP","PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES (PPOSBC)","601 WEST 19TH ST",,"COSTA MESA","CA","92627"
"21332","FP","JWCH INSTITUTE INC","5650 Jillson Street",,"Commerce","CA","90040"
"21340","FP","MONROE COUNTY HEALTH DEPARTMENT","50 HIGH POINT RD",,"TAVERNIER","FL","33070"
"21343","FP","STEWART COUNTY HEALTH DEPARTMENT","1021 Spring Street",,"Dover","TN","37058"
"21346","FP","PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST","1075 CAMINO DEL RIO SOUTH","SUITE 200","SAN DIEGO","CA","92108"
"21347","FP","PLANNED PARENTHOOD OF MD/TOWSON","LOCH RIDGE SHOPPING CTR","1714 JOAN AVE","BALTIMORE","MD","21234"
"21362","FP","FAMILY HEALTH CLINIC OF BARNES KASSON","137 DELAWARE STREET",,"NEW MILFORD","PA","18834"
"21374","FP","ESPANOLA PUBLIC HEALTH OFFICE","2010 Industrial Park Road","Rio Arriba Co. Health Commons","ESPANOLA","NM","87532"
"21380","FP","OKLAHOMA CITY-COUNTY HEALTH DEPT","921 NE 23RD ST",,"OKLAHOMA CITY","OK","73105"
"21381","FP","RANKIN COUNTY HEALTH DEPARTMENT","401 Parkway Drive",,"PEARL","MS","39288"
"21387","FP","COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE","9415 MISSION BLVD",,"RIVERSIDE","CA","92509"
"21391","FP","Public Health Solutions/MIC Women's Health Services","295 FLATBUSH AVE EXT., 3rd Floor",,"BROOKLYN","NY","11201"
"21396","FP","SEWARD COUNTY HEALTH DEPARTMENT","103 W SECOND ST",,"LIBERAL","KS","67901"
"21409","FP","HOKE COUNTY HEALTH DEPARTMENT","683 EAST PALMER ROAD",,"RAEFORD","NC","28376"
"21419","FP","CLAY COUNTY HEALTH DEPARTMENT","115 Guffey St",,"Celina","TN","38551"
"21428","FP","WELD CO HEALTH DEPT","1555 NORTH 17TH AVENUE",,"GREELEY","CO","80631"
"21440","FP","KIOWA COUNTY HEALTH DEPARTMENT","211 E FLORIDA AVE",,"GREENSBURG","KS","67054"
"21448","FP","GULF COUNTY HEALTH DEPARTMENT","807 WEST HWY 22",,"WEWAHITCHKA","FL","32465"
"21449","FP","GUAM FAMILY PLANNING PROGRAM","123 CHALAN KARETA",,"MANGILAO","GU","96913"
"21454","FP","CHILDRENS PRIMARY HEALTH CARE CENTER","225 COBBS CREEK PKWY",,"PHILADELPHIA","PA","19139"
"21455","FP","DICKINSON-IRON DISTRICT HEALTH DEPARTMENT","601 WASHINGTON AVE",,"IRON RIVER","MI","49935"
"21456","FP","SEVIER COUNTY HEALTH UNIT","304 N 4TH ST",,"DEQUEEN","AR","71832"
"21469","FP","KEYSTONE COLLEGE","ONE COLLEGE GREEN",,"LAPLUME","PA","18440"
"21485","FP","PLANNED PARENTHOOD OF THE NORTH COUNTRY NEW YORK, INC.","66 BRINKERHOFF ST",,"PLATTSBURGH","NY","12901"
"21513","FP","TRI COUNTY COMMUNITY HEALTH CENTER","RTS 4 AND 20",,"ROCK CAVE","WV","26234"
"21527","FP","COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE","1515 N. SUNRISE WAY",,"PALM SPRINGS","CA","92262"
"21533","FP","SUFFOLK COUNTY DEPARTMENT OF HEALTH","3500 Sunrise Highway",,"Great River","NY","11739"
"21536","FP","DALLAS COUNTY HOSPITAL DISTRICT","6300 HARRY HINES BLVD","SUITE 600","DALLAS","TX","75235"
"21555","FP","CARTER COUNTY HEALTH DEPARTMENT - GRAYSON CLINIC","300 W Main Street",,"GRAYSON","KY","41143"
"21556","FP","SHELBY COUNTY HEALTH DEPARTMENT","615 ELEVENTH STREET",,"SHELBYVILLE","KY","40065"
"21567","FP","Family Planning Association of Maine","68 Mt Hope Ave",,"BANGOR","ME","04401"
"21593","FP","PIKE COUNTY HEALTH UNIT","15 CADDO DRIVE",,"MURFREESBORO","AR","71958"
"21607","FP","NORTH CENTRAL PUBLIC HEALTH DISTRICT","419 E 7TH ST",,"THE DALLES","OR","97058"
"21609","FP","COMMUNITY CLINIC, INC.","9001 EDMONSTON ROAD,  #40",,"GREENBELT","MD","20770"
"21614","FP","ALLEN PHU","145 HOSPITAL DRIVE",,"OAKDALE","LA","71463"
"21620","FP","SAN BERNARDINO CO DEPT OF PUBLIC HEALTH","16453 BEAR VALLEY RD",,"HESPERIA","CA","92345"
"21623","FP","GRAY COUNTY HEALTH DEPARTMENT","300 S MAIN",,"CIMARRON","KS","67835"
"21624","FP","PLANNED PARENTHOOD SHASTA DIABLO, INC/DBA PLANNED PARENTHOOD SHASTA PACIFIC","1325 TRAVIS BLVD","SUITE C","FAIRFIELD","CA","94533"
"21651","FP","FAMILY PLANNING PLUS","10 E INDEPENDENCE STREET",,"SHAMOKIN","PA","17872"
"21652","FP","VALLEY HEALTH - SOUTHSIDE","723 9TH AVE",,"HUNTINGTON","WV","25701"
"21676","FP","Dallas County Hospital District dba Parkland Health & Hospital System","4201 BROOK SPRINGS ST","ROOM 623","DALLAS","TX","75224"
"21678","FP","KNOX CTY RALPH TEAGUE HEALTH CLINIC","405 Dante School RD.",,"Knoxville","TN","37918"
"21684","FP","LEVY COUNTY HEALTH DEPARTMENT","66 WEST MAIN ST",,"BRONSON","FL","32621"
"21688","FP","ORANGE COUNTY HEALTH DEPARTMENT","450 NORTH MADISON RD",,"ORANGE","VA","22960"
"21716","FP","DEMING PUBLIC HEALTH OFFICE","215 S SILVER ST",,"DEMING","NM","88030"
"21726","FP","BENTON COUNTY HEALTH DEPARTMENT","530 NW 27TH STREET",,"CORVALLIS","OR","97330"
"21759","FP","FAMILY HEALTHCARE NETWORK","400 EAST OAK AVE",,"VISALIA","CA","93291"
"21771","FP","South Texas Family Planning & Health Corporation","4455 SOUTH PADRE ISLAND DR","SUITE 30","CORPUS CHRISTI","TX","78411"
"21775","FP","HEIDELBURG HEALTH DEPARTMENT","309 BAY STREET EAST",,"HEIDELBURG","MS","39439"
"21788","FP","MECKLENBURG COUNTY HEALTH DEPARTMENT CLINIC","2845 BEATTIES FORD ROAD",,"CHARLOTTE","NC","28216"
"21793","FP","ASHLEY COUNTY HEALTH UNIT","1300 W 5TH AVE",,"CROSSETT","AR","71635"
"21799","FP","PUBLIC HEALTH SEATTLE KING COUNTY","401 5TH AVENUE","SUITE 1000","SEATTLE","WA","98104"
"21820","FP","St. Luke's Family Health Center","6301 KIRKWOOD BLVD SW",,"CEDAR RAPIDS","IA","52404"
"21821","FP","DEXTER PUBLIC HEALTH OFFICE","206 S MONROE ST",,"DEXTER","NM","88230"
"21822","FP","PLANNED PARENTHOOD South Atlantic","68 McDowell Street",,"ASHEVILLE","NC","28801"
"21826","FP","TRICOUNTY HEALTH DEPARTMENT","15400 EAST 14TH PL","SUITE 309","AURORA","CO","80011"
"21831","FP","SHELBY COUNTY HEALTH DEPARTMENT","2000 COUNTY SERVICES DR",,"PELHAM","AL","35124"
"21840","FP","SOUTH TEXAS FAMILY PLANNING & HEALTH CORPORATION","1400 W. CORPUS CHRISTI ST.","SUITE 4","BEEVILLE","TX","78102"
"21841","FP","OKLAHOMA STATE DEPARTMENT OF HEALTH","1000 NE 10TH ST",,"OKLAHOMA CITY","OK","73117"
"21847","FP","TALLAHATCHIE COUNTY HEALTH DEPARTMENT","209 SOUTH PLEASANT",,"CHARLESTON","MS","38921"
"21848","FP","CHILDRENS HOSPITAL","3420 FIFTH AVENUE",,"PITTSBURGH","PA","15213"
"21850","FP","ACCESS ESPERANZA CLINICS INC.","509 E EARLING ROAD",,"SAN JUAN","TX","78589"
"21853","FP","PLANNED PARENTHOOD LOS ANGELES","5525 EAST DEL AMO BLVD",,"LAKEWOOD","CA","90713"
"21860","FP","LOUDON COUNTY HEALTH DEPARTMENT","600 Rayder Avenue",,"Loudon","TN","37774"
"21867","FP","BOONE COUNTY HEALTH DEPARTMENT","7505 BURLINGTON PIKE",,"FLORENCE","KY","41042"
"21872","FP","ADAGIO HEALTH SENECA","3292 STATE ROUTE 257",,"SENECA","PA","16346"
"21873","FP","ASHLAND - BOYD COUNTY HEALTH DEPARTMENT","2924 HOLT STREET",,"ASHLAND","KY","41101"
"21877","FP","WAIMANALO HEALTH CENTER","41-1347 KALANIANAOLE HWY",,"WAIMANALO","HI","96795"
"21880","FP","MEADOW BRIDGE CLINIC","8971 Fewell Creek Roak",,"MEADOW BRIDGE","WV","25976"
"21897","FP","PLANNED PARENTHOOD OF CENTRAL AND WESTERN NEW YORK, INC.","1120 E GENESEE STREET",,"SYRACUSE","NY","13210"
"21900","FP","PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST","4305 UNIVERSITY AVENUE, #350",,"SAN DIEGO","CA","92105"
"21902","FP","PLANNED PARENTHOOD MAR MONTE","6095 N. FIRST STREET",,"FRESNO","CA","93710"
"21903","FP","WASHINGTON COUNTY HEALTH DEPARTMENT","15068 LEE HWY","SUITE 1000","BRISTOL","VA","24202"
"21908","FP","LAS CLINICAS DEL NORTE","HIGHWAY 285 ST RD 111 MESA VISTA/LCDN",,"OJO CALIENTE","NM","87549"
"21925","FP","RUSSELL COUNTY HEALTH DEPARTMENT","75 ROGERS STREET",,"LEBANON","VA","24266"
"21931","FP","MOLOKAI GENERAL HOSPITAL","280 HOME OLU PLACE",,"KAUNAKAKAI","HI","96748"
"21934","FP","PIKE COUNTY HEALTH DEPARTMENT","114 EAST PRESLEY BLVD",,"MCCOMB","MS","39648"
"21937","FP","CHADRON COMMUNITY HOSPITAL - WESTERN COMMUNITY HEALTH RESOURCES","300 Shelton STREET",,"CHADRON","NE","69337"
"21938","FP","COFFEE COUNTY HEALTH DEPARTMENT","800 Parks St.",,"Manchester","TN","37355"
"21944","FP","HEALTH AND HOSPITAL-ESKENAZI HEALTH","2802 Lafayette Road","Suite 13","Indianapolis","IN","46222"
"21946","FP","COFFEE COUNTY HEALTH DEPARTMENT","615 Wilson Avenue",,"Tullahoma","TN","37388"
"21954","FP","GREENBRIER COUNTY HEALTH DEPARTMENT","9207 SENECA TRAILS SOUTH",,"RONCEVERTE","WV","24970"
"21967","FP","PLANNED PARENTHOOD OF THE COLUMBIA/WILLAMETTE INC","3231 SE 50TH AVE",,"PORTLAND","OR","97206"
"21971","FP","MCNAIRY COUNTY HEALTH DEPARTMENT","725 East Poplar Avenue",,"Selmer","TN","38375"
"21974","FP","LYON COUNTY HEALTH DEPARTMENT","211 FAIRVIEW AVENUE",,"EDDYVILLE","KY","42038"
"21985","FP","UPSHUR BUCKHANNON HEALTH DEPARTMENT","15 NORTH LOCUST ST",,"BUCKHANNON","WV","26201"
"21987","FP","NORTH PENN COMPREHENSIVE HEALTH SERVICES","32 E. LAWRENCE RD.",,"LAWRENCEVILLE","PA","16929"
"21990","FP","OZARKS AREA COMMUNITY ACTION AGENCY","1317 WEST BROADWAY ST",,"BOLIVAR","MO","65613"
"21994","FP","NORTHEAST COLORADO HEALTH DEPARTMENT","700 COLUMBINE",,"STERLING","CO","80751"
"22013","FP","NEVADA DEPT OF HHS,DIVISION OF PUBLIC & BEHAVIORAL HEALTH","2965 FORT CHURCHILL",,"SILVER SPRINGS","NV","89429"
"22020","FP","SC DHEC Midlands Region Fairfield Co Winnsboro FP","1136 Kincaid Bridge Rd",,"Winnsboro","SC","29180"
"22021","FP","Planned Parenthood Pasadena and San Gabriel Valley, Inc.","1045 N Lake Ave",,"Pasadena","CA","91104"
"22026","FP","MACOMB COUNTY HEALTH DEPT","43525 ELIZABETH ROAD",,"MT CLEMENS","MI","48043"
"22034","FP","CARROLL COUNTY HEALTH DEPARTMENT","633 High Street",,"Huntingdon","TN","38344"
"22041","FP","CHADRON COMMUNITY HOSPITAL - WESTERN COMMUNITY HEALTH RESOURCES","106 NORTH MAIN",,"GORDON","NE","69343"
"22044","FP","CITY OF BERKELEY DEPT. OF HEALTH & HUMAN SERVICES","1980 ALLSTON WAY, H-105",,"BERKELEY","CA","94704"
"22046","FP","TANGIPAHOA PHU HAMMOND","15481 WEST CLUB DELUXE RD",,"HAMMOND","LA","70403"
"22049","FP","CENTRAL DISTRICT HEALTH DEPARTMENT","703 N 1ST ST",,"MCCALL","ID","83638"
"22066","FP","WAYNESBORO AUGUSTA HEALTH DEPARTMENT","211 WEST 12TH STREET",,"WAYNESBORO","VA","22980"
"22076","FP","SOUTHEASTERN DISTRICT HEALTH DEPARTMENT","42 WEST 1ST SOUTH",,"PRESTON","ID","83263"
"22082","FP","Public Health - Idaho North Central District","903 WEST MAIN STREET",,"GRANGEVILLE","ID","83530"
"22109","FP","FRANKLIN COUNTY HEALTH DEPARTMENT","365 PELL AVE",,"ROCKY MOUNT","VA","24151"
"22128","FP","EL BUEN SAMARITANO","7000 WOODHUE DRIVE",,"AUSTIN","TX","78745"
"22130","FP","FULTON COUNTY HEALTH DEPARTMENT","131 W BROADWAY",,"ASTORIA","IL","61501"
"22144","FP","Crawford County Home Health, Hospice & Public Health","2712 12th Street",,"HARLAN","IA","51537"
"22145","FP","HAMILTON COUNTY HEALTH DEPARTMENT","209 SE CENTRAL AVE",,"JASPER","FL","32052"
"22155","FP","CHAFFEE HEALTH CENTER","ONE WARREN WAY",,"PROVIDENCE","RI","02905"
"22163","FP","SAGINAW COUNTY HEALTH DEPT","1600 N. Michigan",,"Saginaw","MI","48602"
"22168","FP","NEW YORK PRESBYTERIAN HOSPITAL","21 AUDUBON AVE. 1st floor",,"NEW YORK","NY","10032"
"22179","FP","CLAIBORNE PHU","624 WEST MAIN ST",,"HOMER","LA","71040"
"22185","FP","WEEKS MEDICAL CENTER","173 MIDDLE ST",,"LANCASTER","NH","03584"
"22187","FP","MAZZONI CENTER","809 LOCUST STREET",,"PHILADELPHIA","PA","19107"
"22192","FP","WHITE MOUNTAIN COMMUNITY HEALTH CENTER","298 WHITE MT HWY",,"CONWAY","NH","03818"
"22219","FP","CRAWFORD COUNTY HOME HEALTH, HOSPICE AND PUBLIC HEALTH","1408 EAST 10TH ST",,"ATLANTIC","IA","50022"
"22220","FP","COPPER BASIN HEALTH CTR - POLK COUNTY","840 Cherokee Trail",,"Copperhill","TN","37317"
"22225","FP","LAUREL COUNTY HEALTH DEPARTMENT","525 WHITLEY STREET",,"LONDON","KY","40741"
"22252","FP","PERRY COUNTY HEALTH HEALTH DEPARTMENT","239 LOVERN STREET",,"HAZARD","KY","41701"
"22262","FP","PENINSULA HEALTH DEPARTMENT","416 J CLYDE MORRIS BLVD",,"NEWPORT NEWS","VA","23601"
"22288","FP","JACKSON COUNTY HEALTH DEPARTMENT","456 Main St. South",,"MCKEE","KY","40447"
"22289","FP","WAYNE COUNTY HEALTH DEPARTMENT","590 RAILROAD AVE",,"WAYNE","WV","25570"
"22299","FP","PLANNED PARENTHOOD OF KANSAS AND MID MISSOURI","1001 EMANUEL CLEAVER II BLVD",,"KANSAS CITY","MO","64110"
"22313","FP","PRESBYTERIAN MEDICAL SERVICES","1300 ENTERPRISE",,"SOCORRO","NM","87801"
"22315","FP","RILEY COUNTY HEALTH DEPARTMENT","2030 TECUMSEH RD",,"MANHATTAN","KS","66502"
"22316","FP","MIAMI-DADE COUNTY HEALTH DEPARTMENT","14101 N.W. 8TH AVENUE",,"NORTH MIAMI","FL","33168"
"22320","FP","DOH in Hillsborough County","2814 14TH AVENUE S.E.",,"RUSKIN","FL","33570"
"22329","FP","SC DHEC Midlands Region Aiken Co FP","222 Beaufort St NE",,"Aiken","SC","29801"
"22330","FP","ST PAUL-RAMSEY COUNTY PUBLIC HEALTH","555 CEDAR ST",,"ST PAUL","MN","55101"
"22366","FP","SAN BERNARDINO CO DEPT OF PUBLIC HEALTH","1406 BAILEY DR, SUITE D",,"NEEDLES","CA","92363"
"22369","FP","KNO-HO-CO FAMILY PLANNING","69 SYCHAR RD",,"MOUNT VERNON","OH","43050"
"22384","FP","PLANNED PARENTHOOD OF SANTA BARBARA, VENTURA AND SAN LUIS","1200 WEST HILLCREST DRIVE",,"THOUSAND OAKS","CA","91320"
"22396","FP","SEARCY COUNTY HEALTH UNIT","742 AIRPORT RD",,"MARSHALL","AR","72650"
"22397","FP","PLANNED PARENTHOOD MAR MONTE","678 NORTH WILSON WAY","SUITE G","STOCKTON","CA","95205"
"22404","FP","PLANNED PARENTHOOD MINNESOTA, NORTH DAKOTA, SOUTH DAKOTA","1001 EAST CENTRAL ENTRANCE","SUITE 200","DULUTH","MN","55811"
"22411","FP","PLANNED PARENTHOOD MOHAWK HUDSON","135 WARREN ST",,"GLENS FALLS","NY","12801"
"22412","FP","BROOKE COUNTY HEALTH DEPARTMENT","204 Courthouse Square",,"WELLSBURG","WV","26070"
"22414","FP","CUBA PUBLIC HEALTH OFFICE","6362 Hwy 550",,"CUBA","NM","87013"
"22415","FP","LAKE COUNTY HEALTH DEPARTMENT","100 NORTH D STREET","Suite 100","LAKEVIEW","OR","97630"
"22425","FP","PLANNED PARENTHOOD MINNESOTA, NORTH DAKOTA, SOUTH DAKOTA","1404 NW 4TH STREET",,"GRAND RAPIDS","MN","55744"
"22429","FP","MADISON COUNTY HEALTH UNIT","709 NORTH COLLEGE",,"HUNTSVILLE","AR","72740"
"22438","FP","CLARKE COUNTY HEALTH DEPARTMENT","22600 HWY 84",,"GROVE HILL","AL","36451"
"22445","FP","INFANT WELFARE SOCIETY OF CHICAGO","3600 WEST FULLERTON",,"CHICAGO","IL","60647"
"22449","FP","WILSON COUNTY HEALTH DEPARTMENT","927 East Baddour Parkway",,"Lebanon","TN","37087"
"22454","FP","NORFOLK HEALTH DEPARTMENT","830 Southampton Avenue, Suite 200",,"NORFOLK","VA","23510"
"22465","FP","MACON COUNTY HEALTH DEPARTMENT","601 Hwy 52 By-Pass East",,"Lafayette","TN","37083"
"22468","FP","PLANNED PARENTHOOD OF WISCONSIN INC","302 N JACKSON ST",,"MILWAUKEE","WI","53202"
"22487","FP","PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO","613 N PINE",,"ELLENSBURG","WA","98926"
"22489","FP","ESTANCIA PUBLIC HEALTH OFFICE","300 S. 8TH STREET",,"ESTANCIA","NM","87016"
"22495","FP","ALAMOGORDO PUBLIC HEALTH OFFICE","1207 8TH ST",,"ALAMAGORDO","NM","88310"
"22512","FP","HEALTH DEPARTMENT OF NORTHWEST MICHIGAN","220 W GARFIELD",,"CHARLEVOIX","MI","49720"
"22515","FP","WHITLEY COUNTY HEALTH DEPARTMENT - WILLIAMSBURG CLINIC","368 Penny Lane",,"WILLIAMSBURG","KY","40769"
"22518","FP","HAZELWOOD FAMILY HEALTH CENTER","4918 SECOND AVE",,"PITTSBURGH","PA","15207"
"22530","FP","SUFFOLK HEALTH DEPARTMENT","135 Hall Avenue, Suite A",,"SUFFOLK","VA","23434"
"22532","FP","NORTH HUDSON COMMUNITY ACTION CORP HEALTH CENTER","148 8TH STREET",,"PASSAIC","NJ","07055"
"22542","FP","SC DHEC Pee Dee Region Florence Co FP","145 E Cheves St",,"Florence","SC","29506"
"22548","FP","LINCOLN PRIMARY CARE CENTER","7400 LYNN AVE",,"HAMLIN","WV","25523"
"22555","FP","Planned Parenthood of Central and Greater Northern New Jersey (PPCGNNJ)","123 PARK AVE",,"PLAINFIELD","NJ","07060"
"22560","FP","BOULDER VALLEY WOMEN'S HEALTH CENTER","2855 VALMONT ROAD",,"BOULDER","CO","80301"
"22567","FP","Family Planning Association of Maine","193 FRONT ST","SUITE 5","FARMINGTON","ME","04938"
"22570","FP","KING WILLIAM COUNTY HEALTH DEPARTMENT","172 COURTHOUSE LA",,"KING WILLIAM COURTHOUSE","VA","23086"
"22573","FP","BATH COUNTY HEALTH DEPARTMENT","68 OBERLINE STREET",,"OWINGSVILLE","KY","40360"
"22589","FP","BUTTE FAMILY SERVICE CENTER","25 W FRONT ST",,"BUTTE","MT","59701"
"22605","FP","DISTRICT HEALTH CENTER 4","4400 HAVERFORD AVE",,"PHILADELPHIA","PA","19104"
"22606","FP","PLANNED PARENTHOOD OF METROPOLITAN NEW JERSEY (PPMNJ)","560 DR. MARTIN LUTHER KING BLVD.","SUITE 100","EAST ORANGE","NJ","07018"
"22614","FP","FAMCARE INC","201 Mullica Hill Rd.",,"GLASSBORO","NJ","08028"
"22628","FP","PARTNERSHIP CARE PRACTICE","Partnership Care Practice","1427 Vine Street, 2nd Floor","PHILADELPHIA","PA","19102"
"22634","FP","SABAN COMMUNITY CLINIC/ AKA: LOS ANGELES FREE CLINIC","8405 BEVERLY BLVD","SENIEL OSTROW BUILDING","LOS ANGELES","CA","90048"
"22645","FP","BLOUNT COUNTY HEALTH DEPARTMENT","1001 LINCOLN AVE",,"ONEONTA","AL","35121"
"22647","FP","HERTFORD COUNTY PUBLIC HEALTH AUTHORITY","801 KING STREET",,"WINTON","NC","27986"
"22656","FP","HENRY COUNTY HEALTH DEPARTMENT","1843 OAKWOOD AVE",,"NAPOLEON","OH","43545"
"22663","FP","DUVAL COUNTY HEALTH DEPARTMENT","5300 NORTH PEARL STREET",,"JACKSONVILLE","FL","32208"
"22668","FP","Access Esperanza Clinics Inc.","916 E. HACKBERRY AVE.","STE. B","MCALLEN","TX","78501"
"22674","FP","BARREN RIVER DISTRICT HEALTH DEPARTMENT","1109 STATE STREET",,"BOWLING GREEN","KY","42101"
"22677","FP","PLANNED PARENTHOOD OF SOUTHERN NEW ENGLAND , INC.","1548 WEST MAIN ST",,"WILLIMANTIC","CT","06226"
"22682","FP","TYRRELL COUNTY HEALTH DEPARTMENT","408 BROAD ST",,"COLUMBIA","NC","27925"
"22690","FP","DALLAS COUNTY HOSPITAL DISTRICT","5201 HARRY HINES BLVD",,"DALLAS","TX","75235"
"22699","FP","L.A. COUNTY DEPARTMENT OF HEALTH SERVICES","1333 CHESTNUT BLVD",,"LONG BEACH","CA","90813"
"22703","FP","WEBSTER COUNTY HEALTH DEPARTMENT","80 CLAYTON AVENUE",,"DIXON","KY","42409"
"22705","FP","PRESBYTERIAN MEDICAL SERVICES/WESTERN NM MEDICAL GROUP","1055 1/2 RICO STREET",,"GALLUP","NM","87301"
"22713","FP","KENT COUNTY HEALTH UNIT  FP CLINIC","805 RIVER ROAD",,"DOVER","DE","19901"
"22730","FP","LATROBE AREA HOSPITAL","212 W SECOND AVENUE","FAMILY PLANNING","LATROBE","PA","15650"
"22738","FP","COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE","308 SAN JACINTO AVENUE",,"PERRIS","CA","92570"
"22740","FP","PLANNED PARENTHOOD HUDSON PECONIC, INC","175 TARRYTOWN ROAD",,"WHITE PLAINS","NY","10607"
"22742","FP","DOH-Brevard","2555 JUDGE FRAN JAMIESON WAY",,"VIERA","FL","32940"
"22750","FP","Planned Parenthood of the Great Northwest and the Hawaiian Islands","19505 76TH AVE WEST","SUITE 200","Lynnwood","WA","98036"
"22753","FP","SC DHEC Upstate Region Laurens Co Clinton FP","93 Human Services Rd",,"Clinton","SC","29325"
"22757","FP","ADAGIO HEALTH ERIE","240 WEST 11TH STREET","SUITE 102","ERIE","PA","16501"
"22760","FP","CLAY COUNTY HEALTH UNIT PIGGOTT","1009 S GARFIELD",,"PIGGOTT","AR","72454"
"22768","FP","ARIZONA FAMILY HEALTH PARTNERSHIP","51 Brian Mickelsen Parkway",,"COTTONWOOD","AZ","86326"
"22781","FP","SIMPSON COUNTY HEALTH DEPARTMENT","2789 SIMPSON HWY 49",,"MENDENHALL","MS","39114"
"22810","FP","PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO","7426 WEST BONNIE",,"KENNEWICK","WA","99336"
"22811","FP","PAWNEE COUNTY HEALTH DEPARTMENT","715 BROADWAY",,"LARNED","KS","67550"
"22817","FP","DOH-SARASOTA","2200 RINGLING BLVD",,"SARASOTA","FL","34237"
"22822","FP","FAUQUIER COUNTY HEALTH DEPARTMENT","330 HOSPITAL DR",,"WARRENTON","VA","20186"
"22842","FP","PLANNED PARENTHOOD MAR MONTE","965 EAST YOSEMITE AVE","SUITE 2","MANTECA","CA","95336"
"22851","FP","DENVER HEALTH AND HOSPITAL AUTHORITY","605 BANNOCK ST, #117","MC 2600","DENVER","CO","80204"
"22856","FP","FIRST DISTRICT HEALTH UNIT","801 11TH AVENUE SW",,"MINOT","ND","58702"
"22857","FP","ALLEGHANY COUNTY HEALTH DEPARTMENT","157 HEALTH SERVICES ROAD",,"SPARTA","NC","28675"
"22859","FP","VALLEY HEALTH - A WOMAN'S PLACE","1630 13TH AVE","SUITE B","HUNTINGTON","WV","25701"
"22869","FP","PUTNAM COUNTY HEALTH DEPARTMENT","2801 KENNEDY ST",,"PALATKA","FL","32177"
"22875","FP","GRANT COUNTY HEALTH DEPT","528 E MAIN ST STE E",,"JOHN DAY","OR","97845"
"22898","FP","MIAMI-DADE COUNTY HEALTH DEPARTMENT","1725 NW 167TH ST",,"MIAMI","FL","33056"
"22903","FP","CITY OF PORTLAND HEALTH AND HUMAN SERVICES DEPARTMENT","389 CONGRESS STREET","ROOM 307","PORTLAND","ME","04101"
"22909","FP","Planned Parenthood of Greater Ohio","77 EAST MIDLOTHIAN BLVD",,"YOUNGSTOWN","OH","44507"
"22918","FP","CLAY COUNTY HEALTH UNIT","301 N MISSOURI #8",,"CORNING","AR","72422"
"22920","FP","WESTERN UP DISTRICT HEALTH DEPARTMENT","540 DEPOT",,"HANCOCK","MI","49930"
"22925","FP","COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE","47-923 OASIS ST",,"INDIO","CA","92201"
"22930","FP","NORTHERN KENTUCKY INDEPENDENT DISTRICT HEALTH DEPARTMENT","610 MEDICAL VILLAGE DRIVE",,"EDGEWOOD","KY","41017"
"22937","FP","PLANNED PARENTHOOD LOS ANGELES","1316 3RD ST PROMENADE","SUITE 201","SANTA MONICA","CA","90401"
"22942","FP","KNOTT COUNTY HEALTH DEPARTMENT","880 WEST MAIN STREET",,"HINDMAN","KY","41822"
